990009688820106381,0968882.0001.001,['language'],"['Eyskens, Gaston.', 'Eyskens, Gaston.']","['Le port de New-York dans son rôle économique.', 'Le port de New-York dans son rôle économique.']","['1929.', '1929.']","['R. Fonteyn,', 'R. Fonteyn,']","['Louvain,', 'Louvain,']","['fre', 'fre']"
990011089160106381,1108916.0001.001,['language'],"['Stevens, Frank Walker, 1847-1928.', 'Stevens, Frank Walker, 1847-1928.']","['The beginnings of the New York central railroad; a history,', 'The beginnings of the New York central railroad; a history, by Frank Walker Stevens.']","['1926.', '1926.']","[""G. P. Putnam's sons,"", ""G. P. Putnam's sons,""]","['New York,', 'New York,']","['|||', 'fill']"
990011585280106381,1158528.0001.001,['language'],"['Crandall, Samuel Benjamin, 1874-', 'Crandall, Samuel Benjamin, 1874-']","['Treaties, their making and enforcement /', 'Treaties, their making and enforcement / by Samuel B. Crandall.']","['1904.', '1904.']","['Columbia University Press,', 'Columbia University Press,']","['New York :', 'New York :']","['|||', 'fill']"
990018195520106381,1819552.0001.001,['language'],"['Root, Minnie Maes.', ' Root, Minnie Maes, comp.']","[""Michigan's favorite college songs /"", ""Michigan's favorite college songs, edited by Roy Dickinson Welch, 1909, and Earl Vincent Moore, 1912 [compiled by Mrs. Minnie Maes Root]""]","['[c1925]', '[c1925]']","['University music house,', 'University music house']","['Ann Arbor, Mich. :', 'Ann Arbor, Mich.,']","['eng', None]"
990018739110106381,1873911.0001.001,['language'],"['Morand, Paul, 1888-1976.', 'Morand, Paul, 1888-1976.']","['New York.', 'New York.']","['[1930]', '[1930]']","['E. Flammarion', 'E. Flammarion']","['[Paris]', '[Paris]']","['fre', 'fre']"
990025656980106381,2565698.0001.001,['language'],"['Nostrand, George J.', 'Nostrand, George J.']","[""Nostrand's indexed Queens house number map"", ""Nostrand's indexed Queens house number map:  Geo. J. Nostrand ; Norman Gugler.""]","['c[193-?]', 'c[193-?]']","['George J. Nostrand,', 'George J. Nostrand,']","['New York :', 'New York :']","['eng', None]"
990025656990106381,2565699.0001.001,['language'],"['Nostrand, George J.', 'Nostrand, George J.']","[""Nostrand's indexed Brooklyn house number map"", ""Nostrand's indexed Brooklyn house number map: ""]","['c[193-?]', 'c[193-?]']","['George J. Nostrand,', 'George J. Nostrand,']","['New York :', 'New York :']","['eng', None]"
990051475210106381,5147521.0001.001,['date'],"['None', None]","['A History of real estate, building, and architecture in New York City during the last quarter of a century', 'A History of real estate, building, and architecture in New York City during the last quarter of a century']","['c1898.', '1898']","['Record and Guide,', 'Record and Guide']","['New York :', 'New York']","['eng', 'eng']"
