990018738970106381,AJA2262.0001.001,,Illustrated New York. The metropolis of to-day. 1888.,[1888?],"New York, :",eng
99187382100406381,AAG6455.0001.001,United States. Bureau of Indian Affairs.,Annual report of the Commissioner of Indian Affairs to the Secretary of the Interior,,"Washington,",eng
