confirm?,hathi trust link,link,catalog search links,mms_id,dlxs_id,author,title,pub_date,pub_place,language
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agm5511.0001.001,https://quod.lib.umich.edu/m/moa/AGM5511.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20on%20the%20geological%20and%20agricultural%20survey%20of%20the%20state%20of%20Mississippi%20/,990015216240106381,AGM5511.0001.001,"Mississippi Geological, Economic, and Topographical Survey.",Report on the geological and agricultural survey of the state of Mississippi /,1858.,Jackson :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agm5549.0001.001,https://quod.lib.umich.edu/m/moa/AGM5549.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20San%20Juan%20mines%20%3A%20a%20compendium%20of%20the%20mineral%20resources%20of%20southwestern%20Colorado%2C%20together%20with%20a%20description%20of%20its%20mountain%20scenery%20...%20including%20the%20mining%20laws%20of%20Colorado%20and%20the%20acts%20of%20Congress%20relating%20thereto.,990015216610106381,AGM5549.0001.001,Kansas Pacific Railway Company.,"The San Juan mines : a compendium of the mineral resources of southwestern Colorado, together with a description of its mountain scenery ... including the mining laws of Colorado and the acts of Congress relating thereto.",1876.,"Kansas City,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agm5577.0001.001,https://quod.lib.umich.edu/m/moa/AGM5577.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=First%20%5B-fifth%5D%20report%20of%20progress%20of%20the%20Geological%20survey%20of%20Missouri%2C,990035357100106381,AGM5577.0001.001,Missouri. State geologist.,"First [-fifth] report of progress of the Geological survey of Missouri,",1855-61.,"Jefferson City,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agm5711.0003.002,https://quod.lib.umich.edu/m/moa/AGM5711.0003.002/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20geology%20of%20New%20Hampshire.%20A%20report%20comprising%20the%20results%20of%20explorations%20ordered,990035357140106381,AGM5711.0003.002,"New Hampshire. Geological survey, 1868-1878.",The geology of New Hampshire. A report comprising the results of explorations ordered,1874-78.,"Concord,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agm5711.0003.003,https://quod.lib.umich.edu/m/moa/AGM5711.0003.003/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20geology%20of%20New%20Hampshire.%20A%20report%20comprising%20the%20results%20of%20explorations%20ordered,990035357140106381,AGM5711.0003.003,"New Hampshire. Geological survey, 1868-1878.",The geology of New Hampshire. A report comprising the results of explorations ordered,1874-78.,"Concord,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agm7358.0001.001,https://quod.lib.umich.edu/m/moa/AGM7358.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20A%20%26%20P%20everyday%20cook%20%26%20recipes%20book...,990015234250106381,AGM7358.0001.001,"Neil, Edna, 1888-",The A & P everyday cook & recipes book...,[190-?],"New York, :",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agm7722.0001.001,https://quod.lib.umich.edu/m/moa/AGM7722.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Thayer%20expedition.%20Scientific%20results%20of%20a%20journey%20in%20Brazil.,990015237800106381,AGM7722.0001.001,"Hartt, Charles Frederick, 1840-1878.",Thayer expedition. Scientific results of a journey in Brazil.,1870.,"Boston,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agm9064.0001.001,https://quod.lib.umich.edu/m/moa/AGM9064.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20on%20the%20iron%20of%20Dodge%20and%20Washington%20counties%2C%20state%20of%20Wisconsin%2C,990035357330106381,AGM9064.0001.001,"Percival, James Gates, 1795-1856.","Report on the iron of Dodge and Washington counties, state of Wisconsin,",1855.,"Milwaukee,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agm9800.0001.001,https://quod.lib.umich.edu/m/moa/AGM9800.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=A%20project%20for%20flying.,990015258140106381,AGM9800.0001.001,"Hardley, Robert.",A project for flying.,1871.,New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agm9801.0001.001,https://quod.lib.umich.edu/m/moa/AGM9801.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Description%20of%20S.R.%20Krom%27s%20system%20and%20machinery%20for%20dry%20crushing%20and%20concentrating%20ores%20...,990035357450106381,AGM9801.0001.001,"Krom, Stephen R",Description of S.R. Krom's system and machinery for dry crushing and concentrating ores ...,1876],"[New York,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agq7622.0001.001,https://quod.lib.umich.edu/m/moa/AGQ7622.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Hooker%27s%20new%20physiology%20/,990015533370106381,AGQ7622.0001.001,"Hooker, Worthington, 1806-1867.",Hooker's new physiology /,1874.,New York :,eng
N,https://babel.hathitrust.org/cgi/pt?id=miun.agu3411.0002.001,https://quod.lib.umich.edu/m/moa/AGU3411.0002.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Treatise%20on%20the%20effects%20of%20coffee.,990015880720106381,AGU3411.0002.001,"Hahnemann, Samuel, 1755-1843.",Treatise on the effects of coffee.,1875.,Louisville :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agu8914.0001.001,https://quod.lib.umich.edu/m/moa/AGU8914.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20overture%20of%20angels.,990015934390106381,AGU8914.0001.001,"Beecher, Henry Ward, 1813-1887.",The overture of angels.,1870.,New York :,eng
N,https://babel.hathitrust.org/cgi/pt?id=miun.agu9196.0001.001,https://quod.lib.umich.edu/m/moa/AGU9196.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Letters%20of%20Isaac%20Penington%20%3A%20an%20eminent%20minister%20of%20the%20gospel%20in%20the%20Society%20of%20Friends...,990015937180106381,AGU9196.0001.001,"Penington, Isaac, 1616-1679.",Letters of Isaac Penington : an eminent minister of the gospel in the Society of Friends...,[187-],"Philadelphia,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agv0130.0001.001,https://quod.lib.umich.edu/m/moa/AGV0130.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Memoir%20of%20Rev.%20Geo.%20W.%20Bethune%2C%20D.%20D.,990015946470106381,AGV0130.0001.001,"Van Nest, A. R. (Abraham Rynier), 1823-1892.","Memoir of Rev. Geo. W. Bethune, D. D.",1867.,New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agv0221.0001.001,https://quod.lib.umich.edu/m/moa/AGV0221.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Reason%2C%20faith%2C%20and%20duty.%20Sermons%20preached%20chiefly%20in%20the%20college%20chapel%2C/,990015947350106381,AGV0221.0001.001,"Walker, James, 1794-1874.","Reason, faith, and duty. Sermons preached chiefly in the college chapel,/",1877.,"Boston,",eng
N,https://babel.hathitrust.org/cgi/pt?id=miun.agv8955.0001.001,https://quod.lib.umich.edu/m/moa/AGV8955.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Sermons%20in%20Plymouth%20Church%2C%20Brooklyn.,990035358940106381,AGV8955.0001.001,"Beecher, Henry Ward, 1813-1887.","Sermons in Plymouth Church, Brooklyn.",1870.,New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agv9043.0002.001,https://quod.lib.umich.edu/m/moa/AGV9043.0002.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20complete%20works%20of%20Menno%20Simon.,990016034300106381,AGV9043.0002.001,"Menno Simons, 1496-1561.",The complete works of Menno Simon.,1871.,"Elkhart, Ind.,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agv9172.0001.001,https://quod.lib.umich.edu/m/moa/AGV9172.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=A%20history%20of%20ecclesiastical%20proceedings%20relative%20to%20the%20Third%20Presbyterian%20Church%20in%20Philadelphia%2C%20the%20Rev.%20Ezra%20Stiles%20Ely%2C%20and%20several%20of%20the%20judicatories%20of%20the%20church%20with%20which%20they%20are%20connected.,990016035580106381,AGV9172.0001.001,"Steele, John, 1758-1827.","A history of ecclesiastical proceedings relative to the Third Presbyterian Church in Philadelphia, the Rev. Ezra Stiles Ely, and several of the judicatories of the church with which they are connected.",1814.,Philadelphia:,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agx0711.0001.001,https://quod.lib.umich.edu/m/moa/AGX0711.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Harrison%20boiler.%20Safe.,990035359720106381,AGX0711.0001.001,"Harrison, Joseph, 1810-1874",Harrison boiler. Safe.,1871],"[Philadelphia,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agx0895.0001.001,https://quod.lib.umich.edu/m/moa/AGX0895.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20locomotive%20engine%2C%20and%20Philadelphia%27s%20share%20in%20its%20early%20improvements%20/,990016150110106381,AGX0895.0001.001,"Harrison, Joseph, 1810-1874.","The locomotive engine, and Philadelphia's share in its early improvements /",1872.,Philadelphia :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.agy0742.0001.001,https://quod.lib.umich.edu/m/moa/AGY0742.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20miscellaneous%20writings%20of%20Joseph%20Story%20...%20ed.%20by%20his%20son%2C%20William%20W.%20Story.,990016246980106381,AGY0742.0001.001,"Story, Joseph, 1779-1845.","The miscellaneous writings of Joseph Story ... ed. by his son, William W. Story.",1852.,Boston :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahb0861.0001.001,https://quod.lib.umich.edu/m/moa/AHB0861.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=A%20two%20years%20journal%20in%20New%20York%2C%20and%20part%20of%20its%20territories%20in%20America.,990016518630106381,AHB0861.0001.001,"Wooley, Charles, A.M.","A two years journal in New York, and part of its territories in America.",1860.,New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahb2293.0001.001,https://quod.lib.umich.edu/m/moa/AHB2293.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=A%20catalogue%20of%20standard%20polar%20and%20clock%20stars.,990016531040106381,AHB2293.0001.001,"Safford, Truman Henry, 1836-1901.",A catalogue of standard polar and clock stars.,1863.,Cambridge :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahb2293.0002.001,https://quod.lib.umich.edu/m/moa/AHB2293.0002.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=A%20catalogue%20of%20standard%20polar%20and%20clock%20stars.,990016531040106381,AHB2293.0002.001,"Safford, Truman Henry, 1836-1901.",A catalogue of standard polar and clock stars.,1863.,Cambridge :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahb2293.0003.001,https://quod.lib.umich.edu/m/moa/AHB2293.0003.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=A%20catalogue%20of%20standard%20polar%20and%20clock%20stars.,990016531040106381,AHB2293.0003.001,"Safford, Truman Henry, 1836-1901.",A catalogue of standard polar and clock stars.,1863.,Cambridge :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahb2293.0010.001,https://quod.lib.umich.edu/m/moa/AHB2293.0010.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=A%20catalogue%20of%20standard%20polar%20and%20clock%20stars.,990016531040106381,AHB2293.0010.001,"Safford, Truman Henry, 1836-1901.",A catalogue of standard polar and clock stars.,1863.,Cambridge :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahc1369.0006.001,https://quod.lib.umich.edu/m/moa/AHC1369.0006.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Memoir%20of%20the%20Rev.%20John%20Murray%20%3A%20first%20minister%20of%20the%20church%20in%20Boothbay.,990016612960106381,AHC1369.0006.001,"Vermilye, A. G. (Ashbel Green), 1822-1905.",Memoir of the Rev. John Murray : first minister of the church in Boothbay.,18--],[S.l. :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahc1376.0007.001,https://quod.lib.umich.edu/m/moa/AHC1376.0007.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Bingham%20land%20/,990016613030106381,AHC1376.0007.001,"Allen, William, 1780-1873.",Bingham land /,[1876].,"[Bath, Me.] :",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahc3605.0005.001,https://quod.lib.umich.edu/m/moa/AHC3605.0005.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20Lee%20papers%20...,990016633010106381,AHC3605.0005.001,"Lee, Charles, 1731-1782.",The Lee papers ...,1872-75],[New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahc3605.0007.001,https://quod.lib.umich.edu/m/moa/AHC3605.0007.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20Lee%20papers%20...,990016633010106381,AHC3605.0007.001,"Lee, Charles, 1731-1782.",The Lee papers ...,1872-75],[New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahe1867.0001.001,https://quod.lib.umich.edu/m/moa/AHE1867.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20visitation%20of%20the%20county%20of%20Yorke%2C%20begun%20in%20A%20%CC%8A%20Dn%CC%84i%20MDCLXV%2C%20and%20finished%20A%20%CC%8A%20Dn%CC%84i%20MDCLXVI%20/,990016798130106381,AHE1867.0001.001,"Dugdale, William, 1605-1686.","The visitation of the county of Yorke, begun in A ̊ Dn̄i MDCLXV, and finished A ̊ Dn̄i MDCLXVI /",1859],Durham :,eng
N,https://babel.hathitrust.org/cgi/pt?id=miun.ahe1875.0046.001,https://quod.lib.umich.edu/m/moa/AHE1875.0046.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Symeonis%20dunelmensis%20Opera%20et%20collectanea.,990016798200106381,AHE1875.0046.001,"Simeon, of Durham, -approximately 1130.",Symeonis dunelmensis Opera et collectanea.,1868.,Durham :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahe3908.0013.001,https://quod.lib.umich.edu/m/moa/AHE3908.0013.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20upon%20the%20physics%20and%20hydraulics%20of%20the%20Mississippi%20river%3B%20upon%20the%20protection%20of%20the%20alluvial%20region%20against%20overflow%3B%20and%20upon%20the%20deepening%20of%20the%20mouths%20...,990035360490106381,AHE3908.0013.001,"Humphreys, A. A. (Andrew Atkinson), 1810-1883.",Report upon the physics and hydraulics of the Mississippi river; upon the protection of the alluvial region against overflow; and upon the deepening of the mouths ...,1861.,"Philadelphia,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahe4809.0001.001,https://quod.lib.umich.edu/m/moa/AHE4809.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Geology%20of%20lower%20peninsula%20%5Bof%20Michigan%5D,990035360520106381,AHE4809.0001.001,"Rominger, Carl Ludwig, 1820-1907.",Geology of lower peninsula [of Michigan],1876],"[New York,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahf3731.0001.001,https://quod.lib.umich.edu/m/moa/AHF3731.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Battle%20and%20massacre%20at%20Frenchtown%2C%20Michigan%2C%20January%2C%201813%20/,990016905660106381,AHF3731.0001.001,"Dudley, Thomas P., b. 1792.","Battle and massacre at Frenchtown, Michigan, January, 1813 /",1870.,"Cleveland, O[hio :",eng
N,https://babel.hathitrust.org/cgi/pt?id=miun.ahf4157.0004.001,https://quod.lib.umich.edu/m/moa/AHF4157.0004.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Recollections%20of%20the%20early%20history%20of%20northern%20Wisconsin.,990016909820106381,AHF4157.0004.001,"Baird, Henry S. (Henry Samuel), 1800-1875.",Recollections of the early history of northern Wisconsin.,1859.,"Madison,",eng
N,https://babel.hathitrust.org/cgi/pt?id=miun.ahf5899.0001.001,https://quod.lib.umich.edu/m/moa/AHF5899.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=A%20discourse%20on%20the%20life%2C%20character%20and%20genius%20of%20Washington%20Irving%20%3A%20delivered%20before%20the%20New%20York%20Historical%20Society%2C%20at%20the%20Academy%20of%20Music%20in%20New%20York%2C%20on%20the%203d%20of%20April%2C%201860.,990016926740106381,AHF5899.0001.001,"Bryant, William Cullen, 1794-1878.","A discourse on the life, character and genius of Washington Irving : delivered before the New York Historical Society, at the Academy of Music in New York, on the 3d of April, 1860.",1860.,New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahj1422.0001.001,https://quod.lib.umich.edu/m/moa/AHJ1422.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Lloyd%27s%20steamboat%20directory%2C%20and%20disasters%20on%20the%20western%20waters%2C%20containing%20the%20history%20of%20the%20first%20application%20of%20steam%2C%20as%20a%20motive%20power%20%3A%20the%20lives%20of%20John%20Fitch%20and%20Robert%20Fulton%20...%20History%20of%20the%20early%20steamboat%20navigation%20on%20western%20waters%20...%20Full%20accounts%20of%20all%20the%20steamboat%20disasters%20...%20A%20complete%20list%20of%20steamboats%20and%20all%20other%20vessels%20now%20afloat%20on%20the%20western%20rivers%20and%20lakes%20...%20maps%20of%20the%20Ohio%20and%20Mississippi%20rivers%20...%20List%20of%20plantations%20on%20the%20Mississippi%20river%20...%20One%20hundred%20...%20engravings%2C%20and%20forty-six%20maps%20...%20/,990017177880106381,AHJ1422.0001.001,"Lloyd, James T.","Lloyd's steamboat directory, and disasters on the western waters, containing the history of the first application of steam, as a motive power : the lives of John Fitch and Robert Fulton ... History of the early steamboat navigation on western waters ... Full accounts of all the steamboat disasters ... A complete list of steamboats and all other vessels now afloat on the western rivers and lakes ... maps of the Ohio and Mississippi rivers ... List of plantations on the Mississippi river ... One hundred ... engravings, and forty-six maps ... /",1856.,"Cincinnati, P. :",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahj2335.0001.001,https://quod.lib.umich.edu/m/moa/AHJ2335.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Hamilton%20literary%20magazine.,990017186720106381,AHJ2335.0001.001,"Hamilton College (Clinton, N.Y.)",Hamilton literary magazine.,186 -[1923],"Clinton, N.Y. :",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahj2529.0002.001,https://quod.lib.umich.edu/m/moa/AHJ2529.0002.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Rural%20affairs%20%3A%20a%20practical%20and%20copiously%20illustrated%20register%20of%20rural%20economy%20and%20rural%20taste%2C%20including%20country%20dwellings%2C%20improving%20and%20planting%20grounds%2C%20fruits%20and%20flowers...%20/,990017188530106381,AHJ2529.0002.001,"Thomas, John J.","Rural affairs : a practical and copiously illustrated register of rural economy and rural taste, including country dwellings, improving and planting grounds, fruits and flowers... /",1858-81.,"Albany, N.Y. :",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahj2529.0004.001,https://quod.lib.umich.edu/m/moa/AHJ2529.0004.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Rural%20affairs%20%3A%20a%20practical%20and%20copiously%20illustrated%20register%20of%20rural%20economy%20and%20rural%20taste%2C%20including%20country%20dwellings%2C%20improving%20and%20planting%20grounds%2C%20fruits%20and%20flowers...%20/,990017188530106381,AHJ2529.0004.001,"Thomas, John J.","Rural affairs : a practical and copiously illustrated register of rural economy and rural taste, including country dwellings, improving and planting grounds, fruits and flowers... /",1858-81.,"Albany, N.Y. :",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahj2529.0006.001,https://quod.lib.umich.edu/m/moa/AHJ2529.0006.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Rural%20affairs%20%3A%20a%20practical%20and%20copiously%20illustrated%20register%20of%20rural%20economy%20and%20rural%20taste%2C%20including%20country%20dwellings%2C%20improving%20and%20planting%20grounds%2C%20fruits%20and%20flowers...%20/,990017188530106381,AHJ2529.0006.001,"Thomas, John J.","Rural affairs : a practical and copiously illustrated register of rural economy and rural taste, including country dwellings, improving and planting grounds, fruits and flowers... /",1858-81.,"Albany, N.Y. :",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahj2540.0001.001,https://quod.lib.umich.edu/m/moa/AHJ2540.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%5Bs%20and%20Final%20report%5D%20of%20the%20Bronx%20parkway%20commission%20...%201909%2C%201911/12.%201913/14-1918%2C%201922%2C%201925.,990017188640106381,AHJ2540.0001.001,New York (State) Bronx parkway commission.,"Report[s and Final report] of the Bronx parkway commission ... 1909, 1911/12. 1913/14-1918, 1922, 1925.",1909-[26],Albany [etc.],eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahj4053.0001.001,https://quod.lib.umich.edu/m/moa/AHJ4053.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Abridgment%20of%20the%20Debates%20of%20Congress%2C%20from%201789%20to%201856.,990017203060106381,AHJ4053.0001.001,United States. Congress.,"Abridgment of the Debates of Congress, from 1789 to 1856.",1857-61.,"New York, [etc.] :",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahj4053.0007.001,https://quod.lib.umich.edu/m/moa/AHJ4053.0007.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Abridgment%20of%20the%20Debates%20of%20Congress%2C%20from%201789%20to%201856.,990017203060106381,AHJ4053.0007.001,United States. Congress.,"Abridgment of the Debates of Congress, from 1789 to 1856.",1857-61.,"New York, [etc.] :",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahk6309.0001.001,https://quod.lib.umich.edu/m/moa/AHK6309.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Merry%27s%20rhymes%20and%20puzzles.%20300%20illustrations.,990017323890106381,AHK6309.0001.001,"Stearns, J. N. (John Newton), 1829-1895.",Merry's rhymes and puzzles. 300 illustrations.,187-?],"[New York,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahk7197.0001.001,https://quod.lib.umich.edu/m/moa/AHK7197.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20revival%20of%20education.%20An%20address%20to%20the%20Normal%20association%2C%20Bridgewater%2C%20Mass.%2C%20August%208%2C%201855./,990017331740106381,AHK7197.0001.001,"May, Samuel J. (Samuel Joseph), 1797-1871.","The revival of education. An address to the Normal association, Bridgewater, Mass., August 8, 1855./",1855.,"N. Y.,",eng
N,https://babel.hathitrust.org/cgi/pt?id=miun.ahl2867.0001.001,https://quod.lib.umich.edu/m/moa/AHL2867.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=A%20practical%20system%20of%20book-keeping%20by%20single%20and%20double%20entry%20%3A%20containing%20forms%20of%20books%20and%20practical%20exercises%2C%20adapted%20to%20the%20use%20of%20the%20farmer%2C%20mechanic%2C%20merchant%2C%20and%20professional%20man%20...%20/,990017384610106381,AHL2867.0001.001,"Fulton, Levi S.","A practical system of book-keeping by single and double entry : containing forms of books and practical exercises, adapted to the use of the farmer, mechanic, merchant, and professional man ... /",[1863],"Troy, N. Y. :",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahl2884.0001.001,https://quod.lib.umich.edu/m/moa/AHL2884.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Mayhew%27s%20practical%20book-keeping%20key.%20/,990017384710106381,AHL2884.0001.001,"Mayhew, Ira, 1814-1894.",Mayhew's practical book-keeping key. /,1863.,Boston :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahl2886.0001.001,https://quod.lib.umich.edu/m/moa/AHL2886.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=A%20practical%20system%20of%20book-keeping%20by%20single%20and%20double%20entry%20...%20/,990017384730106381,AHL2886.0001.001,"Mayhew, Ira, 1814-1894.",A practical system of book-keeping by single and double entry ... /,1857.,Boston :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahl3193.0001.001,https://quod.lib.umich.edu/m/moa/AHL3193.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Baird%27s%20standard%20wages%20computing%20tables%20...%20/,990017387420106381,AHL3193.0001.001,"Baird, T Spangler.",Baird's standard wages computing tables ... /,1868.,"Salem, Ohio,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahl5260.0001.001,https://quod.lib.umich.edu/m/moa/AHL5260.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20Mississippi%20bubble%20%3A%20a%20memoir%20of%20John%20Law.%20/,990017407060106381,AHL5260.0001.001,"Thiers, Adolphe, 1797-1877.",The Mississippi bubble : a memoir of John Law. /,1859.,New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahl5426.0001.001,https://quod.lib.umich.edu/m/moa/AHL5426.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Notes%20on%20life%20insurance.%20...%20.%20%3A%20With%20appendix.,990017408680106381,AHL5426.0001.001,"Smith, Gustavus Woodson, 1822-1896.",Notes on life insurance. ... . : With appendix.,1875.,"New York,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahl5795.0001.001,https://quod.lib.umich.edu/m/moa/AHL5795.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Minimum%20tariff%20of%20rates%20adopted%20by%20the%20Ann%20Arbor%20Board%20of%20fire%20underwriters.%20January%208%2C%201867.,990017412240106381,AHL5795.0001.001,Ann Arbor (Mich.). Board of Fire Underwriters.,"Minimum tariff of rates adopted by the Ann Arbor Board of fire underwriters. January 8, 1867.",1867.,"Ann Arbor, Mich. :",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahl6603.0001.001,https://quod.lib.umich.edu/m/moa/AHL6603.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Teachings%20of%20the%20New%20Testament%20on%20slavery.,990017419420106381,AHL6603.0001.001,"Thompson, Joseph P. (Joseph Parrish), 1819-1879.",Teachings of the New Testament on slavery.,1856.,"New-York,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahl8771.0002.001,https://quod.lib.umich.edu/m/moa/AHL8771.0002.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Modern%20persecution%2C%20or%20Insane%20asylums%20unveiled%2C%20as%20demonstrated%20by%20the%20report%20of%20the%20Investigating%20committee%20of%20the%20legislature%20of%20Illinois%20/,990017438420106381,AHL8771.0002.001,"Packard, E. P. W. (Elizabeth Parsons Ware), 1816-1897.","Modern persecution, or Insane asylums unveiled, as demonstrated by the report of the Investigating committee of the legislature of Illinois /",1875.,Hartford :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahl8974.0001.001,https://quod.lib.umich.edu/m/moa/AHL8974.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Arts%20of%20intoxication%20the%20aim%2C%20and%20the%20results./,990017440180106381,AHL8974.0001.001,"Crane, J. T. (Jonathan Townley), 1819-1880.","Arts of intoxication the aim, and the results./",1871.,"New York.,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.ahl9078.0001.001,https://quod.lib.umich.edu/m/moa/AHL9078.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Select%20temperance%20tracts,990017441010106381,AHL9078.0001.001,"American tract society, New York.",Select temperance tracts,[186-?],"New York,",eng
