confirm?,hathi trust link,link,catalog search links,mms_id,dlxs_id,author,title,pub_date,pub_place,language
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aby3439.0004.001,https://quod.lib.umich.edu/m/moa/ABY3439.0004.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=History%20of%20Pennsylvania%20volunteers%2C%201861-5%20%3A%20prepared%20in%20compliance%20with%20acts%20of%20the%20legislature%20/,990004542710106381,ABY3439.0004.001,"Bates, Samuel P. (Samuel Penniman), 1827-1902.","History of Pennsylvania volunteers, 1861-5 : prepared in compliance with acts of the legislature /",1869-71.,Harrisburg :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aby3709.0001.001,https://quod.lib.umich.edu/m/moa/ABY3709.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20of%20the%20Joint%20committee%20on%20the%20conduct%20of%20the%20war%20at%20the%20second%20session%20Thirty-eighth%20Congress.,990004545370106381,ABY3709.0001.001,United States. Congress. Joint Committee on the Conduct of the War.,Report of the Joint committee on the conduct of the war at the second session Thirty-eighth Congress.,1865.,"Washington,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aby9683.0001.001,https://quod.lib.umich.edu/m/moa/ABY9683.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Adventures%20of%20a%20deaf-mute,990004604370106381,ABY9683.0001.001,"Swett, William B.",Adventures of a deaf-mute,1875.,"Marblehead,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.abz2595.0006.001,https://quod.lib.umich.edu/m/moa/ABZ2595.0006.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Provincial%20America%2C%201690-1740%2C,990004633240106381,ABZ2595.0006.001,"Greene, Evarts Boutell, 1870-1947.","Provincial America, 1690-1740,",1905.,"New York,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.abz3805.0024.001,https://quod.lib.umich.edu/m/moa/ABZ3805.0024.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=National%20problems%2C%201885-1897%2C,990004645230106381,ABZ3805.0024.001,"Dewey, Davis Rich, 1858-1942.","National problems, 1885-1897,",1907.,"New York,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.abz3994.0001.001,https://quod.lib.umich.edu/m/moa/ABZ3994.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20pictorial%20book%20of%20anecdotes%20and%20incidents%20of%20the%20war%20of%20the%20rebellion%2C%20civil%2C%20military%2C%20naval%20and%20domestic%20...from%20the%20time%20of%20the%20memorable%20toast%20of%20Andrew%20Jackson--%22The%20federal%20union%3B%20it%20must%20be%20preserved%21%22%20...%20to%20the%20assassination%20of%20President%20Lincoln%2C%20and%20the%20end%20of%20the%20war.%20With%20famous%20words%20and%20deeds%20of%20woman%2C%20sanitary%20and%20hospital%20scenes%2C%20prison%20experiences%2C%20%26c.,990004647040106381,ABZ3994.0001.001,"Devens, R. M. (Richard Miller)","The pictorial book of anecdotes and incidents of the war of the rebellion, civil, military, naval and domestic ...from the time of the memorable toast of Andrew Jackson--""The federal union; it must be preserved!"" ... to the assassination of President Lincoln, and the end of the war. With famous words and deeds of woman, sanitary and hospital scenes, prison experiences, &c.",1867.,"Hartford, Conn.,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.abz6088.0022.001,https://quod.lib.umich.edu/m/moa/ABZ6088.0022.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Reconstruction%2C%20political%20and%20economic%2C%201865-1877%2C,990004667630106381,ABZ6088.0022.001,"Dunning, William Archibald, 1857-1922.","Reconstruction, political and economic, 1865-1877,",[c1907],"New York,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca1957.0001.001,https://quod.lib.umich.edu/m/moa/ACA1957.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20self-instructor%20in%20phrenology%20and%20physiology%20with%20over%20one%20hundred%20new%20illustrations%2C%20including%20a%20chart%20for%20the%20use%20of%20pratical%20phrenologists%20/,990004725370106381,ACA1957.0001.001,"Fowler, O. S. (Orson Squire), 1809-1887.","The self-instructor in phrenology and physiology with over one hundred new illustrations, including a chart for the use of pratical phrenologists /",[1889],New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca4285.0017.001,https://quod.lib.umich.edu/m/moa/ACA4285.0017.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Westward%20extension%2C%201841-1850%20/,990004747890106381,ACA4285.0017.001,"Garrison, George Pierce, 1853-1910.","Westward extension, 1841-1850 /",[c1906],"New York,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca4911.0001.001,https://quod.lib.umich.edu/m/moa/ACA4911.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20of%20the%20Joint%20select%20committee%20appointed%20to%20inquire%20into%20the%20condition%20of%20affairs%20in%20the%20late%20insurrectionary%20states%2C%20so%20far%20as%20regards%20the%20execution%20of%20laws%2C%20and%20the%20safety%20of%20the%20lives%20and%20property%20of%20the%20citizens%20of%20the%20United%20States%20and%20Testimony%20taken.,990004754000106381,ACA4911.0001.001,United States. Congress. Joint Select Committee on the Condition of Affairs in the Late Insurrectionary States.,"Report of the Joint select committee appointed to inquire into the condition of affairs in the late insurrectionary states, so far as regards the execution of laws, and the safety of the lives and property of the citizens of the United States and Testimony taken.",1872.,"Washington,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca4911.0002.001,https://quod.lib.umich.edu/m/moa/ACA4911.0002.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20of%20the%20Joint%20select%20committee%20appointed%20to%20inquire%20into%20the%20condition%20of%20affairs%20in%20the%20late%20insurrectionary%20states%2C%20so%20far%20as%20regards%20the%20execution%20of%20laws%2C%20and%20the%20safety%20of%20the%20lives%20and%20property%20of%20the%20citizens%20of%20the%20United%20States%20and%20Testimony%20taken.,990004754000106381,ACA4911.0002.001,United States. Congress. Joint Select Committee on the Condition of Affairs in the Late Insurrectionary States.,"Report of the Joint select committee appointed to inquire into the condition of affairs in the late insurrectionary states, so far as regards the execution of laws, and the safety of the lives and property of the citizens of the United States and Testimony taken.",1872.,"Washington,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca4911.0003.001,https://quod.lib.umich.edu/m/moa/ACA4911.0003.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20of%20the%20Joint%20select%20committee%20appointed%20to%20inquire%20into%20the%20condition%20of%20affairs%20in%20the%20late%20insurrectionary%20states%2C%20so%20far%20as%20regards%20the%20execution%20of%20laws%2C%20and%20the%20safety%20of%20the%20lives%20and%20property%20of%20the%20citizens%20of%20the%20United%20States%20and%20Testimony%20taken.,990004754000106381,ACA4911.0003.001,United States. Congress. Joint Select Committee on the Condition of Affairs in the Late Insurrectionary States.,"Report of the Joint select committee appointed to inquire into the condition of affairs in the late insurrectionary states, so far as regards the execution of laws, and the safety of the lives and property of the citizens of the United States and Testimony taken.",1872.,"Washington,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca4911.0004.001,https://quod.lib.umich.edu/m/moa/ACA4911.0004.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20of%20the%20Joint%20select%20committee%20appointed%20to%20inquire%20into%20the%20condition%20of%20affairs%20in%20the%20late%20insurrectionary%20states%2C%20so%20far%20as%20regards%20the%20execution%20of%20laws%2C%20and%20the%20safety%20of%20the%20lives%20and%20property%20of%20the%20citizens%20of%20the%20United%20States%20and%20Testimony%20taken.,990004754000106381,ACA4911.0004.001,United States. Congress. Joint Select Committee on the Condition of Affairs in the Late Insurrectionary States.,"Report of the Joint select committee appointed to inquire into the condition of affairs in the late insurrectionary states, so far as regards the execution of laws, and the safety of the lives and property of the citizens of the United States and Testimony taken.",1872.,"Washington,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca4911.0005.001,https://quod.lib.umich.edu/m/moa/ACA4911.0005.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20of%20the%20Joint%20select%20committee%20appointed%20to%20inquire%20into%20the%20condition%20of%20affairs%20in%20the%20late%20insurrectionary%20states%2C%20so%20far%20as%20regards%20the%20execution%20of%20laws%2C%20and%20the%20safety%20of%20the%20lives%20and%20property%20of%20the%20citizens%20of%20the%20United%20States%20and%20Testimony%20taken.,990004754000106381,ACA4911.0005.001,United States. Congress. Joint Select Committee on the Condition of Affairs in the Late Insurrectionary States.,"Report of the Joint select committee appointed to inquire into the condition of affairs in the late insurrectionary states, so far as regards the execution of laws, and the safety of the lives and property of the citizens of the United States and Testimony taken.",1872.,"Washington,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca4911.0006.001,https://quod.lib.umich.edu/m/moa/ACA4911.0006.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20of%20the%20Joint%20select%20committee%20appointed%20to%20inquire%20into%20the%20condition%20of%20affairs%20in%20the%20late%20insurrectionary%20states%2C%20so%20far%20as%20regards%20the%20execution%20of%20laws%2C%20and%20the%20safety%20of%20the%20lives%20and%20property%20of%20the%20citizens%20of%20the%20United%20States%20and%20Testimony%20taken.,990004754000106381,ACA4911.0006.001,United States. Congress. Joint Select Committee on the Condition of Affairs in the Late Insurrectionary States.,"Report of the Joint select committee appointed to inquire into the condition of affairs in the late insurrectionary states, so far as regards the execution of laws, and the safety of the lives and property of the citizens of the United States and Testimony taken.",1872.,"Washington,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca4911.0007.001,https://quod.lib.umich.edu/m/moa/ACA4911.0007.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20of%20the%20Joint%20select%20committee%20appointed%20to%20inquire%20into%20the%20condition%20of%20affairs%20in%20the%20late%20insurrectionary%20states%2C%20so%20far%20as%20regards%20the%20execution%20of%20laws%2C%20and%20the%20safety%20of%20the%20lives%20and%20property%20of%20the%20citizens%20of%20the%20United%20States%20and%20Testimony%20taken.,990004754000106381,ACA4911.0007.001,United States. Congress. Joint Select Committee on the Condition of Affairs in the Late Insurrectionary States.,"Report of the Joint select committee appointed to inquire into the condition of affairs in the late insurrectionary states, so far as regards the execution of laws, and the safety of the lives and property of the citizens of the United States and Testimony taken.",1872.,"Washington,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca4911.0008.001,https://quod.lib.umich.edu/m/moa/ACA4911.0008.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20of%20the%20Joint%20select%20committee%20appointed%20to%20inquire%20into%20the%20condition%20of%20affairs%20in%20the%20late%20insurrectionary%20states%2C%20so%20far%20as%20regards%20the%20execution%20of%20laws%2C%20and%20the%20safety%20of%20the%20lives%20and%20property%20of%20the%20citizens%20of%20the%20United%20States%20and%20Testimony%20taken.,990004754000106381,ACA4911.0008.001,United States. Congress. Joint Select Committee on the Condition of Affairs in the Late Insurrectionary States.,"Report of the Joint select committee appointed to inquire into the condition of affairs in the late insurrectionary states, so far as regards the execution of laws, and the safety of the lives and property of the citizens of the United States and Testimony taken.",1872.,"Washington,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca4911.0009.001,https://quod.lib.umich.edu/m/moa/ACA4911.0009.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20of%20the%20Joint%20select%20committee%20appointed%20to%20inquire%20into%20the%20condition%20of%20affairs%20in%20the%20late%20insurrectionary%20states%2C%20so%20far%20as%20regards%20the%20execution%20of%20laws%2C%20and%20the%20safety%20of%20the%20lives%20and%20property%20of%20the%20citizens%20of%20the%20United%20States%20and%20Testimony%20taken.,990004754000106381,ACA4911.0009.001,United States. Congress. Joint Select Committee on the Condition of Affairs in the Late Insurrectionary States.,"Report of the Joint select committee appointed to inquire into the condition of affairs in the late insurrectionary states, so far as regards the execution of laws, and the safety of the lives and property of the citizens of the United States and Testimony taken.",1872.,"Washington,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca4911.0010.001,https://quod.lib.umich.edu/m/moa/ACA4911.0010.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20of%20the%20Joint%20select%20committee%20appointed%20to%20inquire%20into%20the%20condition%20of%20affairs%20in%20the%20late%20insurrectionary%20states%2C%20so%20far%20as%20regards%20the%20execution%20of%20laws%2C%20and%20the%20safety%20of%20the%20lives%20and%20property%20of%20the%20citizens%20of%20the%20United%20States%20and%20Testimony%20taken.,990004754000106381,ACA4911.0010.001,United States. Congress. Joint Select Committee on the Condition of Affairs in the Late Insurrectionary States.,"Report of the Joint select committee appointed to inquire into the condition of affairs in the late insurrectionary states, so far as regards the execution of laws, and the safety of the lives and property of the citizens of the United States and Testimony taken.",1872.,"Washington,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca4911.0011.001,https://quod.lib.umich.edu/m/moa/ACA4911.0011.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20of%20the%20Joint%20select%20committee%20appointed%20to%20inquire%20into%20the%20condition%20of%20affairs%20in%20the%20late%20insurrectionary%20states%2C%20so%20far%20as%20regards%20the%20execution%20of%20laws%2C%20and%20the%20safety%20of%20the%20lives%20and%20property%20of%20the%20citizens%20of%20the%20United%20States%20and%20Testimony%20taken.,990004754000106381,ACA4911.0011.001,United States. Congress. Joint Select Committee on the Condition of Affairs in the Late Insurrectionary States.,"Report of the Joint select committee appointed to inquire into the condition of affairs in the late insurrectionary states, so far as regards the execution of laws, and the safety of the lives and property of the citizens of the United States and Testimony taken.",1872.,"Washington,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca4911.0012.001,https://quod.lib.umich.edu/m/moa/ACA4911.0012.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20of%20the%20Joint%20select%20committee%20appointed%20to%20inquire%20into%20the%20condition%20of%20affairs%20in%20the%20late%20insurrectionary%20states%2C%20so%20far%20as%20regards%20the%20execution%20of%20laws%2C%20and%20the%20safety%20of%20the%20lives%20and%20property%20of%20the%20citizens%20of%20the%20United%20States%20and%20Testimony%20taken.,990004754000106381,ACA4911.0012.001,United States. Congress. Joint Select Committee on the Condition of Affairs in the Late Insurrectionary States.,"Report of the Joint select committee appointed to inquire into the condition of affairs in the late insurrectionary states, so far as regards the execution of laws, and the safety of the lives and property of the citizens of the United States and Testimony taken.",1872.,"Washington,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca4911.0013.001,https://quod.lib.umich.edu/m/moa/ACA4911.0013.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Report%20of%20the%20Joint%20select%20committee%20appointed%20to%20inquire%20into%20the%20condition%20of%20affairs%20in%20the%20late%20insurrectionary%20states%2C%20so%20far%20as%20regards%20the%20execution%20of%20laws%2C%20and%20the%20safety%20of%20the%20lives%20and%20property%20of%20the%20citizens%20of%20the%20United%20States%20and%20Testimony%20taken.,990004754000106381,ACA4911.0013.001,United States. Congress. Joint Select Committee on the Condition of Affairs in the Late Insurrectionary States.,"Report of the Joint select committee appointed to inquire into the condition of affairs in the late insurrectionary states, so far as regards the execution of laws, and the safety of the lives and property of the citizens of the United States and Testimony taken.",1872.,"Washington,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca5758.0001.001,https://quod.lib.umich.edu/m/moa/ACA5758.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Library%20of%20mesmerism%20and%20psychology.,990004762420106381,ACA5758.0001.001,"Fishbough, William, 1814-1881,",Library of mesmerism and psychology.,[1874],New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca5858.0001.001,https://quod.lib.umich.edu/m/moa/ACA5858.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Teuchsa%20Grongie%20%3A%20a%20legendary%20poem%20/,990004763410106381,ACA5858.0001.001,"Bishop, Levi, 1815-1881.",Teuchsa Grongie : a legendary poem /,1872.,Albany :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca6149.0001.001,https://quod.lib.umich.edu/m/moa/ACA6149.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20great%20harmonia%20%3A%20being%20a%20philosophical%20revelation%20of%20the%20natural%2C%20spiritual%2C%20and%20celestial%20universe%20/,990004766260106381,ACA6149.0001.001,"Davis, Andrew Jackson, 1826-1910.","The great harmonia : being a philosophical revelation of the natural, spiritual, and celestial universe /",1850-61.,Boston :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca6149.0003.001,https://quod.lib.umich.edu/m/moa/ACA6149.0003.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20great%20harmonia%20%3A%20being%20a%20philosophical%20revelation%20of%20the%20natural%2C%20spiritual%2C%20and%20celestial%20universe%20/,990004766260106381,ACA6149.0003.001,"Davis, Andrew Jackson, 1826-1910.","The great harmonia : being a philosophical revelation of the natural, spiritual, and celestial universe /",1850-61.,Boston :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca6149.0004.001,https://quod.lib.umich.edu/m/moa/ACA6149.0004.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20great%20harmonia%20%3A%20being%20a%20philosophical%20revelation%20of%20the%20natural%2C%20spiritual%2C%20and%20celestial%20universe%20/,990004766260106381,ACA6149.0004.001,"Davis, Andrew Jackson, 1826-1910.","The great harmonia : being a philosophical revelation of the natural, spiritual, and celestial universe /",1850-61.,Boston :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca6149.0005.001,https://quod.lib.umich.edu/m/moa/ACA6149.0005.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20great%20harmonia%20%3A%20being%20a%20philosophical%20revelation%20of%20the%20natural%2C%20spiritual%2C%20and%20celestial%20universe%20/,990004766260106381,ACA6149.0005.001,"Davis, Andrew Jackson, 1826-1910.","The great harmonia : being a philosophical revelation of the natural, spiritual, and celestial universe /",1850-61.,Boston :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca6159.0001.001,https://quod.lib.umich.edu/m/moa/ACA6159.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Morning%20lectures.%20%3A%20Twenty%20discourses%2C%20delivered%20before%20the%20Friends%20of%20progress%20in%20the%20city%20of%20New%20York%2C%20in%20the%20winter%20and%20spring%20of%201863%20/,990004766360106381,ACA6159.0001.001,"Davis, Andrew Jackson, 1826-1910.","Morning lectures. : Twenty discourses, delivered before the Friends of progress in the city of New York, in the winter and spring of 1863 /",1865.,New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca6218.0001.001,https://quod.lib.umich.edu/m/moa/ACA6218.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Strange%20visitors%20%3A%20a%20series%20of%20original%20papers%2C%20embracing%20philosophy%2C%20science%2C%20government...%20By%20the%20spirits%20of%20Irving%2C%20Willis%2C%20Thackeray%20...%20and%20others%20now%20dwelling%20in%20the%20spirit%20world%20/,990004766950106381,ACA6218.0001.001,"Horn, Henry J.","Strange visitors : a series of original papers, embracing philosophy, science, government... By the spirits of Irving, Willis, Thackeray ... and others now dwelling in the spirit world /",1871.,Boston :,eng
N,https://babel.hathitrust.org/cgi/pt?id=miun.aca6264.0001.001,https://quod.lib.umich.edu/m/moa/ACA6264.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20future%20life%20%3A%20as%20described%20and%20portrayed%20by%20spirits%20/,990004767380106381,ACA6264.0001.001,"Sweet, Elizabeth, Mrs.",The future life : as described and portrayed by spirits /,1870.,"Boston,",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca6387.0001.001,https://quod.lib.umich.edu/m/moa/ACA6387.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Incidents%20in%20my%20life%20/,990004768600106381,ACA6387.0001.001,"Home, D. D. (Daniel Dunglas), 1833-1886.",Incidents in my life /,1864.,New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.aca9832.0001.001,https://quod.lib.umich.edu/m/moa/ACA9832.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20volume%20of%20the%20world%20%3A%20embracing%20the%20geography%2C%20history%2C%20and%20statistics%2C%20of%20the%20nations%20of%20the%20earth%20...%20with%20complete%20statistical%20tables%2C%20from%20the%20latest%20authentic%20sources%2C%20and%20one%20hundred%20illustrations%20...%20also%20embellished%20with%20a%20map%20of%20the%20world%2C%20on%20Mercator%27s%20projection%20/,990004802690106381,ACA9832.0001.001,"Blake, W. O., 1810-1865.","The volume of the world : embracing the geography, history, and statistics, of the nations of the earth ... with complete statistical tables, from the latest authentic sources, and one hundred illustrations ... also embellished with a map of the world, on Mercator's projection /",1855.,Columbus :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acb0796.0010.001,https://quod.lib.umich.edu/m/moa/ACB0796.0010.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20works%20of%20Washington%20Irving%20...,990004812240106381,ACB0796.0010.001,"Irving, Washington, 1783-1859.",The works of Washington Irving ...,1860-1863.,New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acb0796.0017.001,https://quod.lib.umich.edu/m/moa/ACB0796.0017.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20works%20of%20Washington%20Irving%20...,990004812240106381,ACB0796.0017.001,"Irving, Washington, 1783-1859.",The works of Washington Irving ...,1860-1863.,New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acb0796.0018.001,https://quod.lib.umich.edu/m/moa/ACB0796.0018.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20works%20of%20Washington%20Irving%20...,990004812240106381,ACB0796.0018.001,"Irving, Washington, 1783-1859.",The works of Washington Irving ...,1860-1863.,New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acb0796.0019.001,https://quod.lib.umich.edu/m/moa/ACB0796.0019.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20works%20of%20Washington%20Irving%20...,990004812240106381,ACB0796.0019.001,"Irving, Washington, 1783-1859.",The works of Washington Irving ...,1860-1863.,New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acb0796.0020.001,https://quod.lib.umich.edu/m/moa/ACB0796.0020.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20works%20of%20Washington%20Irving%20...,990004812240106381,ACB0796.0020.001,"Irving, Washington, 1783-1859.",The works of Washington Irving ...,1860-1863.,New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acb0796.0021.001,https://quod.lib.umich.edu/m/moa/ACB0796.0021.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20works%20of%20Washington%20Irving%20...,990004812240106381,ACB0796.0021.001,"Irving, Washington, 1783-1859.",The works of Washington Irving ...,1860-1863.,New York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acb0821.0001.001,https://quod.lib.umich.edu/m/moa/ACB0821.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Infatuation%20a%20poem%20spoken%20before%20the%20Mercantile%20Library%20Association%20of%20Boston%2C%20Oct.%209%2C%201844.,990004812480106381,ACB0821.0001.001,"Benjamin, Park, 1809-1864.","Infatuation a poem spoken before the Mercantile Library Association of Boston, Oct. 9, 1844.",1844.,Boston :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acc6050.0001.001,https://quod.lib.umich.edu/m/moa/ACC6050.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20elementary%20school%20journal.,990004962300106381,ACC6050.0001.001,University of Chicago. Dept. of Education.,The elementary school journal.,1900-,Chicago :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acd5969.0021.003,https://quod.lib.umich.edu/m/moa/ACD5969.0021.003/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Scribner%27s%20magazine.,990005059120106381,ACD5969.0021.003,"Burlingame, Edward L. ed. (Edward Livermore), 1848-1922.",Scribner's magazine.,1887-1939.,New York [etc.],eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acf7654.0006.001,https://quod.lib.umich.edu/m/moa/ACF7654.0006.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=Memoirs%20read%20before%20the%20Boston%20Society%20of%20Natural%20History.,990005271930106381,ACF7654.0006.001,Boston Society of Natural History.,Memoirs read before the Boston Society of Natural History.,1866-1946.,Boston :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acg8180.0001.001,https://quod.lib.umich.edu/m/moa/ACG8180.0001.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=A%20school%20compendium%20of%20natural%20and%20experimental%20philosophy.%20%3A%20With%20a%20description%20of%20the%20steam%20and%20locomotive%20engines%20/,990005374920106381,ACG8180.0001.001,"Parker, Richard Green, 1798-1869.",A school compendium of natural and experimental philosophy. : With a description of the steam and locomotive engines /,1850.,New-York :,eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acj3944.1870.001,https://quod.lib.umich.edu/m/moa/ACJ3944.1870.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20President%27s%20report%20to%20the%20Board%20of%20Regents%20for%20the%20academic%20year%20...%20%3A%20Financial%20statement%20for%20the%20fiscal%20year.,990005530100106381,ACJ3944.1870.001,University of Michigan.,The President's report to the Board of Regents for the academic year ... : Financial statement for the fiscal year.,,"Ann Arbor, Mich.",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acj3944.1871.001,https://quod.lib.umich.edu/m/moa/ACJ3944.1871.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20President%27s%20report%20to%20the%20Board%20of%20Regents%20for%20the%20academic%20year%20...%20%3A%20Financial%20statement%20for%20the%20fiscal%20year.,990005530100106381,ACJ3944.1871.001,University of Michigan.,The President's report to the Board of Regents for the academic year ... : Financial statement for the fiscal year.,,"Ann Arbor, Mich.",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acj3944.1873.001,https://quod.lib.umich.edu/m/moa/ACJ3944.1873.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20President%27s%20report%20to%20the%20Board%20of%20Regents%20for%20the%20academic%20year%20...%20%3A%20Financial%20statement%20for%20the%20fiscal%20year.,990005530100106381,ACJ3944.1873.001,University of Michigan.,The President's report to the Board of Regents for the academic year ... : Financial statement for the fiscal year.,,"Ann Arbor, Mich.",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acj3944.1874.001,https://quod.lib.umich.edu/m/moa/ACJ3944.1874.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20President%27s%20report%20to%20the%20Board%20of%20Regents%20for%20the%20academic%20year%20...%20%3A%20Financial%20statement%20for%20the%20fiscal%20year.,990005530100106381,ACJ3944.1874.001,University of Michigan.,The President's report to the Board of Regents for the academic year ... : Financial statement for the fiscal year.,,"Ann Arbor, Mich.",eng
Y,https://babel.hathitrust.org/cgi/pt?id=miun.acj3944.1875.001,https://quod.lib.umich.edu/m/moa/ACJ3944.1875.001/,https://search.lib.umich.edu/catalog?library=All+libraries&query=The%20President%27s%20report%20to%20the%20Board%20of%20Regents%20for%20the%20academic%20year%20...%20%3A%20Financial%20statement%20for%20the%20fiscal%20year.,990005530100106381,ACJ3944.1875.001,University of Michigan.,The President's report to the Board of Regents for the academic year ... : Financial statement for the fiscal year.,,"Ann Arbor, Mich.",eng
